,Engine Capacity (liters),Cylinders,Drive Type,Fuel Tank Capacity (liters),Fuel Economy (L/100 Km),Fuel Type,Horsepower (bhp),Torque (Nm),Transmission,Top Speed (Km/h),Seating Capacity,Acceleration 0-100 Km/h (sec),Length (meters),Width (meters),Height (meters),Wheelbase (meters),Trunk Capacity (liters),name,price,currency
1907,2.0,4,Front Wheel Drive,55,9.0,Petrol,136,182,Automatic,165,5 Seater,13.0,4.506,1.841,1.740,2.610,370,Chery Tiggo5 2021 2.0L Luxury,"6,500",BHD
1908,1.5,4,Front Wheel Drive,40,7.5,Petrol,118,145,CVT,190,5 Seater,11.5,4.455,1.695,1.475,2.600,510,Honda City 2021 1.5L EX,"5,900",BHD
1909,1.8,4,All Wheel Drive,53,7.9,Petrol,140,175,Automatic,175,5 Seater,11.2,4.280,1.776,1.674,2.555,530,Chevrolet Trax 2021 1.8L LT AWD,"6,500",BHD
1910,1.5,4,Front Wheel Drive,55,5.5,Petrol,150,240,Automatic,212,5 Seater,8.9,4.358,1.823,1.484,2.649,277,Ford Focus 2021 1.5L EcoBoost Trend,"6,500",BHD
1911,1.6,4,Front Wheel Drive,46,6.6,Petrol,104,150,Automatic,175,5 Seater,12.5,3.969,1.978,1.468,2.489,276,Ford Fiesta 2021 1.6L Ambiente,"6,500",BHD
1912,1.4,4,Front Wheel Drive,35,6.3,Petrol,100,131,Automatic,182,4 Seater,10.7,3.546,1.627,1.488,2.300,185,Fiat 500 2021 1.4L Hatch POP,"6,500",BHD
1913,1.6,4,Front Wheel Drive,51,6.9,Petrol,103,145,Automatic,175,5 Seater,12.2,4.460,1.795,1.455,2.700,572,Mazda 3 Hatchback 2021 1.6 S,"6,600",BHD
1914,2.0,4,Rear Wheel Drive,80,10.0,Petrol,134,182,Automatic,170,3 Seater,16.0,5.330,1.800,1.700,3.085,Null,Toyota Hilux 2021 2.0L Single Cab 4x2,"6,700",BHD
1915,1.5,4,Rear Wheel Drive,45,8.0,Petrol,103,135,Automatic,175,7 Seater,13.0,4.435,1.695,1.705,2.685,213,Toyota Rush 2021 1.5L EX,"6,700",BHD
1916,1.5,4,Rear Wheel Drive,45,8.0,Petrol,103,135,Automatic,175,7 Seater,13.0,4.435,1.695,1.705,2.685,213,Toyota Rush 2021 1.5L EX,"6,700",BHD
1917,1.6,4,Front Wheel Drive,45,11.5,Petrol,123,151,Automatic,190,5 Seater,7.0,4.065,1.725,1.460,2.580,492,Kia Rio Hatchback 2021 1.6L MPI,"6,700",BHD
1918,1.6,4,Front Wheel Drive,45,6.3,Petrol,110,152,Automatic,192,5 Seater,11.2,4.532,1.792,1.497,2.636,520,Dodge Neon 2021 1.6L SXT,"6,700",BHD
1919,2.0,4,Front Wheel Drive,63,8.0,Petrol,150,197,Automatic,193,5 Seater,11.3,4.355,1.810,1.625,2.670,358,Mitsubishi ASX 2021 2.0L GLX (2WD),"6,700",BHD
1920,1.6,4,Front Wheel Drive,46,7.2,Petrol,115,155,Automatic,186,5 Seater,11.7,4.399,1.735,1.517,2.525,502,Chevrolet Aveo 2021 1.6L LT,"6,700",BHD
1921,2.0,4,Front Wheel Drive,55,9.3,Petrol,140,170,Automatic,175,5 Seater,13.5,4.500,1.834,1.707,2.661,580,Geely Emgrand X7 2021 2.0L Elegance (GC),"6,700",BHD
1922,2.7,4,Rear Wheel Drive,80,10.9,Petrol,164,245,Automatic,170,3 Seater,12.9,5.330,1.800,1.700,3.085,Null,Toyota Hilux 2021 2.7L Single Cab 4x2,"6,800",BHD
1923,1.6,4,Front Wheel Drive,58,6.8,Petrol,132,163,Automatic,180,5 Seater,11.8,4.525,1.805,1.610,2.750,235,Kia Carens 2021 1.6L Base,"6,800",BHD
1924,1.6,4,Front Wheel Drive,46,7.2,Petrol,115,155,Automatic,186,5 Seater,11.7,4.039,1.735,1.517,2.525,290,Chevrolet Aveo 2021 1.6 LT Hatchback,"6,800",BHD
1925,1.6,4,Front Wheel Drive,47,7.4,Petrol,125,160,Automatic,160,5 Seater,12.5,4.202,1.798,1.600,2.600,423,SsangYong Tivoli 2021 1.6L Mid Option (FWD),"7,500",BHD
1926,2.0,4,Front Wheel Drive,57,6.3,Petrol,121,180,Automatic,165,5 Seater,11.5,4.505,1.837,1.670,2.670,414,Chery Tiggo7 2021 2.0L Luxury,"6,900",BHD
1927,2.0,4,Front Wheel Drive,52,7.9,Petrol,159,194,Automatic,190,4 Seater,10.5,4.530,1.780,1.420,2.700,357,Kia Cerato Koup 2021 2.0L Base,"6,900",BHD
1928,1.5,4,Front Wheel Drive,42,5.1,Petrol,106,140,Automatic,175,5 Seater,11.0,4.145,1.730,1.500,2.500,286,Toyota Yaris 2021 1.5L SE+ (Hatchback),"6,900",BHD
1929,1.6,4,Front Wheel Drive,45,6.4,Petrol,123,151,Automatic,193,5 Seater,11.3,4.440,1.729,1.475,2.600,396,Hyundai Accent 2021 1.6L High,"7,000",BHD
1930,1.6,4,All Wheel Drive,50,7.0,Petrol,111,150,Automatic,185,5 Seater,12.4,4.625,1.775,1.455,2.670,460,Subaru Impreza 2021 1.6i Standard,"6,900",BHD
1931,1.6,4,Front Wheel Drive,47,5.8,Petrol,115,156,Automatic,180,5 Seater,12.5,4.175,1.775,1.610,2.500,375,Suzuki Vitara 2021 1.6L GLX 2WD,"6,900",BHD
1932,1.6,4,Front Wheel Drive,47,5.8,Petrol,115,156,Automatic,180,5 Seater,12.5,4.175,1.775,1.610,2.500,375,Suzuki Vitara 2021 1.6L GLX 2WD,"6,900",BHD
1933,1.4,4,Front Wheel Drive,52,7.8,Petrol,140,200,Automatic,180,5 Seater,10.8,4.278,2.038,1.658,2.555,1372,Opel Mokka 2021 1.4,"6,900",BHD
1934,1.4,4,Front Wheel Drive,53,6.5,Petrol,140,200,Automatic,191,5 Seater,10.7,4.275,1.781,1.658,2.555,356,Opel Mokka 2021 X 1.4L Innovation,"6,900",BHD
1935,2.5,4,Rear Wheel Drive,80,12.1,Petrol,158,233,Manual,160,6 Seater,11.6,5.336,2.075,1.758,3.150,Null,Nissan Navara 2021 2.5L ASF 4x2  M/T,"8,595",BHD
1936,1.6,4,Front Wheel Drive,55,8.4,Petrol,121,151,Automatic,169,5 Seater,12.1,4.270,1.780,1.665,2.590,430,Hyundai Creta 2021 1.6L Mid,"7,925",BHD
1937,2.5,4,All Wheel Drive,75,9.8,Diesel,164,226,Manual,170,3 Seater,12.0,5.110,1.762,1.681,2.984,1059,Ford Ranger 2021 2.5L Single Cab,"7,000",BHD
1938,1.6,4,Front Wheel Drive,50,6.5,Petrol,130,157,Automatic,190,5 Seater,12.0,4.350,1.780,1.450,2.700,482,Kia Cerato Hatchback 2021 1.6L Top,"7,000",BHD
1939,1.6,4,Front Wheel Drive,47,5.4,Petrol,123,151,Automatic,200,5 Seater,11.6,4.630,1.799,1.416,2.700,525,Honda Civic 2021 1.6L LX Sport,"7,590",BHD
1940,1.6,4,Front Wheel Drive,46,6.6,Petrol,104,150,Automatic,175,5 Seater,12.5,3.969,1.978,1.468,2.489,276,Ford Fiesta 2021 1.6L Trend,"7,000",BHD
1941,1.6,4,Rear Wheel Drive,46,8.1,Petrol,91,127,Manual,140,8 Seater,17.9,4.230,1.655,1.880,2.625,714,Suzuki APV 2021 1.6L Commercial Passenger,"7,000",BHD
1942,2.0,4,Front Wheel Drive,60,8.6,Petrol,145,200,Automatic,195,5 Seater,12.5,4.688,1.815,1.525,2.710,562,Peugeot 408 2021 2.0L Access ,"7,000",BHD
1943,1.6,4,Front Wheel Drive,50,5.8,Petrol,120,160,Automatic,180,5 Seater,8.0,3.962,1.739,1.471,2.538,285,Peugeot 208 2021 Allure,"7,100",BHD
1944,1.6,4,Front Wheel Drive,50,6.0,Petrol,115,160,Automatic,190,5 Seater,8.9,3.973,1.829,1.460,2.538,285,Peugeot 208 2021 1.6L GT Line,"7,100",BHD
1945,1.6,4,Front Wheel Drive,51,6.9,Petrol,103,145,Automatic,175,5 Seater,12.2,4.460,1.795,1.455,2.700,572,Mazda 3 Hatchback 2021 1.6L Sport,"7,100",BHD
1946,1.6,4,Front Wheel Drive,41,6.5,Petrol,118,149,Automatic,180,5 Seater,11.5,4.295,1.960,1.590,2.620,432,Nissan Kicks 2021 1.6 SV,"6,595",BHD
1947,1.6,4,Front Wheel Drive,41,6.5,Petrol,118,149,Automatic,180,5 Seater,11.5,4.295,1.960,1.590,2.620,432,Nissan Kicks 2021 1.6 SV,"6,595",BHD
1948,1.6,4,Front Wheel Drive,41,6.5,Petrol,118,149,Automatic,180,5 Seater,11.5,4.295,1.960,1.590,2.620,432,Nissan Kicks 2021 1.6 SV Dual Tone,"7,595",BHD
1949,1.6,4,Front Wheel Drive,45,6.3,Petrol,110,152,Automatic,192,5 Seater,11.2,4.532,1.792,1.497,2.636,520,Dodge Neon 2021 1.6L SXT Plus,"7,200",BHD
1950,1.4,N/A,Front Wheel Drive,50,5.2,Petrol,140,250,Automatic,219,5 Seater,8.5,4.670,1.814,1.461,2.686,590,Skoda Octavia 2021 1.4 TSI Ambition,"7,200",BHD
1951,1.6,4,Front Wheel Drive,50,6.9,Petrol,120,160,Automatic,190,5 Seater,10.9,3.941,1.728,1.540,2.466,300,Citroen C3 2021 1.6L Exclusive,"7,200",BHD
1952,1.6,4,Front Wheel Drive,50,6.9,Petrol,120,160,Automatic,190,5 Seater,10.9,3.941,1.728,1.540,2.466,300,Citroen C3 2021 1.6L Confort,"7,200",BHD
1953,1.6,4,Front Wheel Drive,60,6.7,Petrol,120,160,Automatic,195,5 Seater,10.3,4.329,2.050,1.502,2.608,408,Citroen C4 2021 Confort 1.6,"7,200",BHD
1954,1.6,4,Front Wheel Drive,60,6.7,Petrol,120,160,Automatic,195,5 Seater,10.3,4.329,2.050,1.502,2.608,408,Citroen C4 2021 Dynamique 1.6L,"7,200",BHD
1955,1.6,4,Front Wheel Drive,60,6.9,Petrol,120,160,Automatic,188,5 Seater,12.5,4.329,1.789,1.502,2.608,408,Citroen C4 2021 1.6L Attraction,"7,200",BHD
1956,2.0,4,Front Wheel Drive,70,7.8,Petrol,200,290,Automatic,220,5 Seater,9.8,4.861,1.820,1.462,2.755,530,BAIC A5 2021 2.0 Fashion,"7,200",BHD
1957,1.6,4,Front Wheel Drive,58,6.8,Petrol,132,163,Automatic,180,5 Seater,11.8,4.525,1.805,1.610,2.750,235,Kia Carens 2021 1.6L Mid Option,"7,300",BHD
1958,1.6,4,Front Wheel Drive,45,5.4,Petrol,123,151,Automatic,200,5 Seater,11.6,4.630,1.799,1.416,2.700,478,Honda Civic 2021 1.6L DX,"6,999",BHD
1959,1.6,4,Front Wheel Drive,55,7.1,Petrol,121,151,Automatic,169,5 Seater,12.1,4.270,1.780,1.665,2.590,402,Hyundai Creta 2021 1.6L Top,"8,403",BHD
1960,1.5,4,Front Wheel Drive,63,7.0,Petrol,147,250,Automatic,200,5 Seater,9.8,4.405,1.805,1.685,2.670,378,Mitsubishi Eclipse Cross 2021 1.5T GLX,"7,300",BHD
1961,1.5,4,Front Wheel Drive,63,7.0,Petrol,147,250,Automatic,200,5 Seater,9.8,4.405,1.805,1.685,2.670,378,Mitsubishi Eclipse Cross 2021 1.5T GLX,"7,300",BHD
1962,1.6,4,Front Wheel Drive,58,8.2,Petrol,150,194,Automatic,180,7 Seater,11.0,4.525,1.805,1.610,2.750,235,Kia Carens 2021 2.0L Top,"7,400",BHD
1963,2.0,4,Front Wheel Drive,62,8.0,Petrol,153,192,Automatic,170,5 Seater,11.0,4.480,1.850,1.650,2.670,515,Hyundai Tucson 2021 2.0L Base (FWD),"8,400",BHD
1964,2.0,4,Front Wheel Drive,62,8.0,Petrol,153,192,Automatic,170,5 Seater,11.0,4.480,1.850,1.650,2.670,515,Hyundai Tucson 2021 2.0L Standard (FWD) ,"9,450",BHD
1965,2.0,N/A,Front Wheel Drive,50,7.4,Petrol,150,192,Automatic,205,5 Seater,9.5,4.569,1.801,1.435,2.700,408,Hyundai Elantra 2021 2.0L Base,"7,350",BHD
1966,1.5,4,Front Wheel Drive,52,6.1,Petrol,120,151,Automatic,170,5 Seater,12.3,4.096,1.765,1.653,2.519,346,Ford EcoSport 2021 1.5 Titanium,"7,500",BHD
1967,2.2,4,All Wheel Drive,80,7.8,Diesel,118,285,Manual,160,5 Seater,12.5,5.171,1.811,1.719,3.197,1180,Ford Ranger 2021 2.2L Double Cab (Base) Hi-Rider 4X4 M/T,"7,500",BHD
1968,1.6,4,Front Wheel Drive,50,6.7,Petrol,110,155,Automatic,190,5 Seater,12.0,4.670,1.814,1.461,2.686,568,Skoda Octavia 2021 Ambition 1.6,"7,500",BHD
1969,1.6,4,Front Wheel Drive,50,6.7,Petrol,110,155,Automatic,190,5 Seater,12.0,4.670,1.814,1.461,2.686,568,Skoda Octavia 2021 Active 1.6,"7,500",BHD
1970,2.5,4,Front Wheel Drive,62,8.8,Petrol,171,237,Automatic,200,5 Seater,9.5,4.871,2.121,1.482,2.850,453,Ford Fusion 2021 2.5L S,"7,500",BHD
1971,2.4,4,All Wheel Drive,55,9.2,Petrol,164,225,Automatic,175,4 Seater,11.5,4.060,1.810,1.695,2.440,184,Suzuki Grand Vitara 2021 2.4L JLX (3 Door),"7,500",BHD
1972,2.0,4,Front Wheel Drive,60,8.6,Petrol,145,200,Automatic,195,5 Seater,12.5,4.688,1.815,1.525,2.710,562,Peugeot 408 2021 2.0L Active,"7,500",BHD
1973,1.4,N/A,Front Wheel Drive,35,6.3,Petrol,100,131,Automatic,182,4 Seater,10.7,3.546,1.627,1.488,2.300,185,Fiat 500 2021 1.4L Hatch Lounge ,"7,500",BHD
1974,1.6,4,All Wheel Drive,50,7.0,Petrol,114,150,Automatic,185,5 Seater,12.4,4.625,1.775,1.455,2.670,460,Subaru Impreza 2021 1.6i-S,"7,500",BHD
1975,1.6,N/A,Front Wheel Drive,47,5.8,Petrol,115,156,Automatic,180,5 Seater,12.5,4.175,1.775,1.610,2.500,375,Suzuki Vitara 2021 1.6L GLX 2WD Plus,"7,500",BHD
1976,1.6,N/A,Front Wheel Drive,47,5.8,Petrol,115,156,Automatic,180,5 Seater,12.5,4.175,1.775,1.610,2.500,375,Suzuki Vitara 2021 1.6L GLX 2WD Plus,"7,500",BHD
1977,2.4,4,Front Wheel Drive,75,10.2,Petrol,140,210,Manual,160,2 Seater,11.0,5.168,1.980,1.928,3.198,4410,Maxus G10 Cargo 2021 2.4L Cargo Van,"7,500",BHD
1978,1.6,4,Front Wheel Drive,41,6.5,Petrol,118,149,Automatic,180,5 Seater,11.5,4.295,1.960,1.590,2.620,432,Nissan Kicks 2021 1.6 SL,"7,495",BHD
1979,1.4,4,Front Wheel Drive,48,5.7,Petrol,140,230,Automatic,190,5 Seater,9.8,4.248,1.796,1.600,2.570,245,Fiat 500X 2021 1.4T Pop Star,"7,600",BHD
1980,2.0,4,Front Wheel Drive,63,8.0,Petrol,150,197,Automatic,193,5 Seater,11.3,4.355,1.810,1.625,2.670,358,Mitsubishi ASX 2021 2.0L GLX (2WD) Mid Option,"7,700",BHD
1981,2.0,4,Front Wheel Drive,52,7.9,Petrol,158,194,Automatic,190,4 Seater,10.5,4.530,1.780,1.420,2.700,357,Kia Cerato Koup 2021 2.0L Top,"7,700",BHD
1982,1.6,4,Front Wheel Drive,50,8.9,Petrol,200,265,Automatic,210,4 Seater,7.6,4.530,1.780,1.420,2.700,357,Kia Cerato Koup 2021 1.6L Turbo,"7,700",BHD
1983,2.0,4,Front Wheel Drive,55,7.1,Petrol,115,170,Automatic,193,5 Seater,12.0,4.659,1.778,1.482,2.651,510,Volkswagen Jetta 2021 2.0 S,"7,700",BHD
1984,2.0,4,Front Wheel Drive,70,7.8,Petrol,200,290,Automatic,220,5 Seater,9.8,4.861,1.820,1.462,2.755,530,BAIC A5 2021 2.0 Elite,"7,700",BHD
1985,1.6,4,Front Wheel Drive,47,7.4,Petrol,125,160,Automatic,160,5 Seater,12.5,4.202,1.798,1.600,2.600,423,SsangYong Tivoli 2021 1.6L Full Option (FWD),"7,500",BHD
1986,1.6,4,Front Wheel Drive,56,7.1,Petrol,180,230,Automatic,195,5 Seater,7.5,4.698,1.814,1.535,2.685,370,Opel Astra Hatchback 2021 1.6L,"7,800",BHD
1987,1.4,4,Front Wheel Drive,35,5.8,Petrol,100,131,Automatic,182,4 Seater,10.7,3.546,1.627,1.488,2.300,185,Fiat 500 2021 1.4L Lounge,"7,800",BHD
1988,1.5,4,Front Wheel Drive,63,7.0,Petrol,147,250,Automatic,200,5 Seater,9.8,4.405,1.805,1.685,2.670,378,Mitsubishi Eclipse Cross 2021 1.5T GLS (Mid Option),"7,800",BHD
1989,2.0,4,Rear Wheel Drive,80,10.0,Petrol,134,182,Automatic,170,3 Seater,16.0,5.330,1.800,1.700,3.085,Null,Toyota Hilux 2021 2.0L Single Cab 4x2 (Top Spec),"7,900",BHD
1990,1.5,4,Front Wheel Drive,50,6.1,Petrol,152,235,Automatic,180,5 Seater,9.5,4.510,1.852,1.708,2.650,500,GAC GS4 2021 1.5T GS,"6,900",BHD
1991,1.5,4,Front Wheel Drive,50,6.1,Petrol,152,235,Automatic,180,5 Seater,9.5,4.510,1.852,1.708,2.650,500,GAC GS4 2021 1.5T GS,"6,900",BHD
1992,2.4,N/A,Rear Wheel Drive,75,12.2,Petrol,175,228,Manual,182,3 Seater,14.5,5.150,1.920,1.935,3.200,5190,Hyundai H1 2021 3-Seater Panel Van M/T,"7,900",BHD
1993,2.0,4,Front Wheel Drive,51,7.3,Petrol,153,200,Automatic,205,5 Seater,10.2,4.580,1.795,1.455,2.700,350,Mazda 3 Sedan 2021 2.0L Comfort Plus,"7,900",BHD
1994,2.5,4,Rear Wheel Drive,65,12.0,Petrol,147,213,Manual,170,3 Seater,16.0,4.695,1.695,1.990,2.555,6000,Nissan Urvan 2021 3-Seater Manual (5-Door),"9,595",BHD
1995,2.5,4,Rear Wheel Drive,65,12.0,Petrol,147,213,Manual,170,3 Seater,16.0,4.695,1.695,1.990,2.555,6000,Nissan Urvan 2021 3-Seater Manual (4-Door),"8,195",BHD
1996,2.0,N/A,Front Wheel Drive,45,6.9,Petrol,158,187,Automatic,200,5 Seater,8.9,4.575,1.755,1.435,2.670,478,Honda Civic 2021 2.0 EXI,"8,900",BHD
1997,2.0,4,Front Wheel Drive,59,8.2,Petrol,150,198,Automatic,198,5 Seater,10.5,4.570,1.760,1.505,2.635,344,Mitsubishi Lancer EX 2021 2.0L GLS,"7,900",BHD
1998,2.0,4,All Wheel Drive,50,7.2,Petrol,153,196,Automatic,208,5 Seater,9.8,4.625,1.775,1.455,2.670,460,Subaru Impreza 2021 2.0i Standard,"7,900",BHD
1999,2.5,N/A,Rear Wheel Drive,80,9.8,Petrol,164,226,Manual,170,5 Seater,12.0,5.171,1.811,1.719,3.197,1180,Ford Ranger 2021 2.5L Double Cab (Base) Low-Rider 4X2 M/T,"8,000",BHD
2000,2.5,4,Rear Wheel Drive,80,9.8,Petrol,164,226,Manual,170,5 Seater,12.0,5.171,1.811,1.719,3.197,1180,Ford Ranger 2021 2.5L Double Cab (Base) Hi-Rider 4X2 M/T,"8,000",BHD
2001,2.5,4,All Wheel Drive,80,10.4,Petrol,164,226,Manual,170,5 Seater,12.0,5.171,1.811,1.719,3.197,1180,Ford Ranger 2021 2.5L Double Cab (Base) Hi-Rider 4X4 M/T,"8,000",BHD
2002,2.5,4,Front Wheel Drive,61.3,6.3,Petrol,188,244,CVT,220,5 Seater,8.0,4.869,1.850,1.440,2.825,517,Nissan Altima 2021 2.5 S,"8,995",BHD
2003,1.4,4,Front Wheel Drive,45,6.2,Petrol,180,250,Automatic,225,5 Seater,7.3,4.000,1.886,1.498,2.465,315,Skoda Fabia 2021 RS,"8,000",BHD
2004,1.8,4,All Wheel Drive,53,7.9,Petrol,140,175,Automatic,175,5 Seater,11.2,4.280,1.776,1.674,2.555,530,Chevrolet Trax 2021 1.8L LTZ,"8,000",BHD
2005,1.8,4,All Wheel Drive,53,7.9,Petrol,140,175,Automatic,175,5 Seater,11.2,4.280,1.776,1.674,2.555,530,Chevrolet Trax 2021 1.8L LTZ,"8,000",BHD
2006,1.6,4,Front Wheel Drive,50,6.5,Petrol,120,160,Automatic,190,5 Seater,10.9,3.948,1.715,1.483,2.464,285,Citroen DS3 2021 So Chic 1.6,"8,000",BHD
2007,2.4,4,Front Wheel Drive,64,9.3,Petrol,173,225,Automatic,210,5 Seater,9.0,4.884,1.870,1.394,2.743,453,Chrysler 200 2021 2.4L LX,"8,000",BHD
2008,2.0,4,All Wheel Drive,63,7.3,Petrol,150,196,CVT,194,5 Seater,10.4,4.465,1.800,1.615,2.665,1240,Subaru XV 2021 2.0L Standard,"8,000",BHD
2009,1.5,4,Front Wheel Drive,56,6.7,Petrol,170,275,Automatic,190,5 Seater,9.4,4.650,1.844,1.661,2.725,846,Chevrolet Equinox 2021 1.5T LS (FWD),"8,000",BHD
2010,1.5,4,Front Wheel Drive,42,5.1,Petrol,105,140,Automatic,175,5 Seater,11.0,4.425,1.730,1.475,2.500,Null,Toyota Yaris Sedan 2021 1.5L SE+,"8,000",BHD
2011,2.0,4,Rear Wheel Drive,80,10.0,Petrol,134,182,Automatic,170,3 Seater,16.0,5.330,1.800,1.700,3.085,Null,Toyota Hilux 2021 2.0L Double Cab 4x2 (Top Spec),"8,100",BHD
2012,2.0,N/A,Front Wheel Drive,50,7.4,Petrol,150,192,Automatic,205,5 Seater,9.5,4.569,1.801,1.435,2.700,408,Hyundai Elantra 2021 2.0L Standard ,"8,190",BHD
2013,2.0,N/A,Front Wheel Drive,50,7.4,Petrol,150,192,Automatic,205,5 Seater,9.5,4.569,1.801,1.435,2.700,408,Hyundai Elantra 2021 2.0L Mid,"8,820",BHD
2014,2.4,4,All Wheel Drive,66,9.6,Petrol,167,227,Automatic,175,5 Seater,12.0,4.500,1.810,1.695,2.640,398,Suzuki Grand Vitara 2021 2.4L JLX (5 Door),"8,100",BHD
2015,1.6,4,All Wheel Drive,47,5.8,Petrol,115,156,Automatic,180,5 Seater,11.5,4.175,1.775,1.610,Null,Null,Suzuki Vitara 2021 GLX+ AWD ,"8,100",BHD
2016,2.5,4,All Wheel Drive,76,8.5,Diesel,109,280,Manual,160,5 Seater,17.0,5.295,1.860,1.785,3.095,Null,Isuzu D-MAX 2021 2.5D Double Cab 4WD (M/T),"8,100",BHD
2017,2.0,4,Front Wheel Drive,48,6.5,Petrol,148,192,Automatic,190,5 Seater,8.3,4.275,1.765,1.535,2.570,240,Mazda CX 3 2021 2.0L GS (FWD),"8,200",BHD
2018,1.6,4,Front Wheel Drive,58,6.8,Petrol,132,163,Automatic,180,5 Seater,11.8,4.525,1.805,1.610,2.750,235,Kia Carens 2021 1.6L Top,"8,200",BHD
2019,1.6,4,Front Wheel Drive,46,6.6,Petrol,104,150,Automatic,175,5 Seater,12.5,3.969,1.978,1.468,2.489,276,Ford Fiesta 2021 1.6L Titanium,"8,200",BHD
2020,1.4,4,Front Wheel Drive,35,6.3,Petrol,100,131,Automatic,182,4 Seater,11.0,3.546,1.627,1.488,2.300,185,Fiat 500 2021 Convertible 1.4L Lounge,"8,200",BHD
2021,1.4,4,Front Wheel Drive,35,6.3,Petrol,100,131,Automatic,182,4 Seater,11.0,3.546,1.627,1.488,2.300,185,Fiat 500 2021 Convertible 1.4L Lounge,"8,200",BHD
2022,2.5,4,Front Wheel Drive,60,8.1,Petrol,170,233,Automatic,185,5 Seater,9.5,4.673,1.843,1.673,2.705,530,Renault Koleos 2021 2.5L PE,"7,495",BHD
2023,2.0,4,Front Wheel Drive,62,8.7,Petrol,153,192,Automatic,170,5 Seater,11.5,4.480,1.850,1.655,2.670,515,Hyundai Tucson 2021 2.0L Mid (FWD),"11,025",BHD
2024,2.5,4,Front Wheel Drive,60,7.3,Petrol,168,230,Automatic,180,5 Seater,10.1,4.524,1.838,1.701,2.690,456,Ford Escape 2021 2.5L S,"8,500",BHD
2025,1.8,4,Front Wheel Drive,50,6.1,Petrol,180,250,Automatic,220,5 Seater,7.6,4.659,1.814,1.461,2.686,568,Skoda Octavia 2021 Elegance 1.8,"8,500",BHD
2026,3.5,6,Rear Wheel Drive,87,10.2,Petrol,292,339,Automatic,160,5 Seater,8.1,5.315,2.459,1.918,3.109,1568,Ford F-150 2021 3.5L Regular Cab XL (2WD),"8,500",BHD
2027,2.0,4,Front Wheel Drive,55,8.7,Petrol,115,170,Automatic,193,5 Seater,12.6,4.659,1.774,1.453,2.651,510,Volkswagen Jetta 2021 2.0 SE,"8,500",BHD
2028,2.0,N/A,Front Wheel Drive,60,4.8,Petrol,105,175,Automatic,192,5 Seater,10.2,4.213,1.786,1.493,2.578,275,Volkswagen Golf 2021 1.2L S,"8,500",BHD
2029,1.6,4,Front Wheel Drive,60,6.7,Petrol,163,240,Automatic,188,5 Seater,10.8,4.253,1.863,1.472,2.610,470,Peugeot 308 2021 Active,"8,500",BHD
2030,2.0,4,All Wheel Drive,50,7.2,Petrol,150,196,Automatic,208,5 Seater,9.8,4.625,1.775,1.455,2.670,460,Subaru Impreza 2021 2.0i-S (with Sunroof),"8,500",BHD
2031,1.4,4,Front Wheel Drive,48,6.0,Petrol,140,230,Automatic,190,5 Seater,9.8,4.248,1.796,1.600,2.570,245,Fiat 500X 2021 1.4L Lounge,"8,500",BHD
2032,2.0,4,All Wheel Drive,63,8.2,Petrol,150,197,Automatic,191,5 Seater,11.0,4.355,1.810,1.625,2.670,358,Mitsubishi ASX 2021 2.0L GLX (4WD) mid option ,"8,600",BHD
2033,2.0,4,All Wheel Drive,63,8.2,Petrol,150,197,Automatic,191,5 Seater,11.0,4.355,1.810,1.625,2.670,358,Mitsubishi ASX 2021 2.0L GLX (4WD) mid option ,"8,600",BHD
2034,1.4,4,Front Wheel Drive,60,8.0,Petrol,160,250,Automatic,200,5 Seater,8.4,4.223,1.956,1.691,2.578,405,Skoda Karoq 2021 1.4,"8,600",BHD
2035,2.4,4,Front Wheel Drive,64,9.3,Petrol,173,225,Automatic,210,5 Seater,9.0,4.884,1.870,1.394,2.743,453,Chrysler 200 2021 2.4L Touring,"8,600",BHD
2036,2.4,4,All Wheel Drive,80,8.3,Diesel,147,400,Automatic,170,5 Seater,13.2,5.330,1.800,1.700,3.085,Null,Toyota Hilux 2021 2.4L Double Cab 4x4,"8,700",BHD
2037,2.5,4,Front Wheel Drive,55,7.1,Petrol,170,240,Automatic,200,5 Seater,9.0,4.659,1.778,1.482,2.651,510,Volkswagen Jetta 2021 2.5L SE,"8,700",BHD
2038,2.4,4,Rear Wheel Drive,75,10.0,Petrol,128,202,Manual,169,6 Seater,11.0,5.300,1.815,1.780,3.000,Null,Mitsubishi L200 2021 2.4L Double Cab GL (2WD),"8,800",BHD
2039,2.4,4,All Wheel Drive,75,8.5,Petrol,128,202,Manual,167,5 Seater,14.5,5.300,1.785,1.775,3.000,Null,Mitsubishi L200 2021 2.4L Double Cab GLX (4WD),"8,800",BHD
2040,1.4,4,Front Wheel Drive,45,6.0,Petrol,90,130,Automatic,170,5 Seater,13.9,4.021,1.746,1.481,2.510,285,Opel Corsa 2021 1.4L Essentia (5-Door),"8,800",BHD
2041,2.4,N/A,Rear Wheel Drive,75,12.2,Petrol,175,228,Manual,182,6 Seater,14.5,5.150,1.920,1.935,3.200,3440,Hyundai H1 2021 6-Seater Panel Van M/T,"8,900",BHD
2042,1.5,4,Front Wheel Drive,55,5.5,Petrol,150,240,Automatic,212,5 Seater,8.9,4.358,1.823 ,1.484 ,2.649 ,277,Ford Focus 2021 1.5L EcoBoost Sport,"8,900",BHD
